heading_area_m2,heading_length_m,explosive_kg,fan_capacity_m3s,duct_distance_from_face_m,temperature_c,humidity_pct,initial_co_ppm,initial_nox_ppm,safe_reentry_time_mins
13.1,55.5,45.1,17.4,9.7,27.0,60.8,1487.0,308.6,15.0
11.7,34.0,122.7,7.0,22.3,25.9,71.0,7065.0,1104.89,23.2
19.7,66.5,58.4,19.0,11.2,37.9,88.7,930.0,126.81,15.0
23.9,108.4,111.3,16.3,18.9,28.8,79.4,934.0,175.73,31.5
17.9,142.6,97.9,19.1,5.3,26.9,75.8,955.0,217.96,21.4
18.1,134.5,141.5,15.1,12.5,28.1,70.0,922.0,264.2,34.1
13.5,121.9,76.5,10.5,12.0,37.2,70.4,1008.0,125.25,20.3
21.3,124.6,37.9,19.1,15.9,31.8,73.4,255.0,67.59,21.1
12.0,109.8,32.3,9.1,6.5,29.7,89.2,525.0,90.97,18.5
14.2,61.2,129.2,10.0,20.8,36.4,93.9,3137.0,649.83,31.5
15.8,138.9,93.0,15.5,9.4,30.1,75.4,700.0,209.07,31.0
17.1,110.5,123.0,16.5,18.5,29.4,73.8,1110.0,264.03,25.7
12.9,97.3,58.1,18.9,21.1,27.7,89.6,985.0,243.94,15.0
10.8,43.3,71.4,8.1,16.2,29.9,74.9,2477.0,743.61,25.6
18.8,83.6,33.6,17.0,19.8,29.1,79.3,378.0,95.49,31.0
13.6,85.2,145.4,16.1,18.2,33.8,68.1,2925.0,326.01,21.1
18.3,133.7,110.1,6.0,12.1,28.8,86.0,822.0,240.48,71.4
11.5,95.6,142.0,10.8,21.2,32.5,78.6,2574.0,743.74,27.0
16.7,75.6,61.9,9.2,10.9,25.9,88.3,1195.0,124.77,22.9
17.5,147.2,103.4,9.6,16.4,27.5,87.3,692.0,158.42,56.5
9.8,43.3,111.4,19.7,19.9,30.3,67.5,4948.0,794.94,15.0
14.4,80.7,68.1,14.6,12.6,37.2,85.0,1236.0,294.37,16.5
11.2,35.0,131.8,15.8,11.1,29.9,88.0,7606.0,1647.88,15.0
10.0,118.8,143.7,19.6,14.2,33.6,72.1,2900.0,309.59,15.0
24.8,140.2,136.2,10.7,21.4,28.3,66.0,945.0,215.44,72.3
14.2,63.6,118.7,17.0,23.6,26.7,60.1,3001.0,359.02,21.9
22.0,133.0,63.3,11.5,15.9,25.8,75.8,375.0,112.46,36.3
13.1,65.1,63.8,18.0,18.2,29.0,72.3,1143.0,287.06,15.0
19.9,139.3,145.6,7.7,23.1,27.0,79.4,989.0,173.99,120.0
21.2,120.5,31.2,19.2,7.0,27.3,66.6,201.0,32.25,19.2
18.5,126.6,115.9,8.3,9.6,34.9,90.1,1092.0,131.97,32.1
16.5,32.2,114.7,9.9,19.2,25.2,69.0,4661.0,1002.25,20.9
15.6,145.5,104.7,16.3,21.5,32.3,67.9,713.0,193.94,35.1
14.6,117.2,148.8,10.9,22.1,29.9,76.8,2035.0,216.67,46.3
23.9,66.6,67.4,14.1,13.3,31.6,77.5,742.0,103.98,26.8
22.3,129.5,70.8,11.7,6.8,32.3,67.5,474.0,56.14,37.8
24.4,63.8,39.5,16.1,13.8,29.1,69.5,549.0,125.98,23.0
11.0,134.7,83.1,8.4,9.6,28.8,65.9,1083.0,272.2,39.4
20.7,43.5,61.3,5.9,10.8,34.5,85.1,1322.0,152.14,28.3
24.0,114.4,71.2,9.5,20.4,36.3,87.0,406.0,109.89,58.0
11.9,94.9,130.1,12.1,6.5,27.5,76.2,2192.0,269.58,15.0
10.1,41.6,142.3,7.5,21.6,26.3,85.0,7699.0,1908.67,32.8
20.9,59.0,52.3,10.3,13.6,36.7,85.8,1026.0,239.04,20.3
18.2,31.5,74.7,11.0,16.9,29.5,64.8,2495.0,625.04,17.3
22.5,86.3,141.4,5.9,6.8,32.2,93.8,1404.0,416.33,62.5
11.2,66.2,37.4,13.7,11.7,29.7,88.7,1109.0,264.07,15.0
21.7,101.8,41.1,18.3,6.8,26.6,67.2,454.0,98.72,27.2
12.2,65.7,49.5,7.3,24.2,32.7,66.5,1090.0,263.99,61.3
11.6,66.0,101.4,14.0,21.1,31.8,64.4,2567.0,426.52,19.8
11.6,119.2,48.1,15.0,14.2,27.6,64.8,796.0,99.56,20.8
22.0,35.8,146.2,11.3,9.5,30.9,86.2,3912.0,613.54,15.0
19.6,138.3,83.6,15.5,23.7,35.4,76.4,495.0,138.87,60.0
17.4,132.3,90.2,11.2,11.9,32.7,87.4,835.0,105.62,20.9
14.7,110.1,59.6,12.6,8.2,26.3,86.1,619.0,111.4,15.0
23.0,101.2,86.5,5.1,16.3,32.1,81.2,746.0,143.73,65.9
15.3,137.1,109.4,15.4,23.9,34.1,84.0,1060.0,153.2,23.6
22.1,52.2,120.1,14.9,5.1,35.3,60.6,2477.0,453.86,18.4
16.0,39.5,120.5,5.6,9.8,33.2,70.9,3737.0,1083.95,33.4
15.0,58.7,99.3,10.5,23.8,27.0,82.3,2002.0,561.73,49.9
16.4,125.3,138.5,19.7,8.4,34.2,60.3,1166.0,314.34,15.0
13.8,34.2,128.1,11.3,7.3,33.8,61.2,6441.0,1174.88,15.0
21.0,99.9,120.8,12.5,16.4,25.3,89.8,964.0,227.97,30.9
17.0,149.5,36.7,18.6,22.2,30.4,83.9,277.0,39.54,25.3
12.7,132.7,30.8,15.8,14.5,29.3,69.3,308.0,101.93,15.0
23.4,92.6,55.5,13.7,24.9,33.7,84.1,583.0,76.73,60.7
15.1,37.6,109.6,17.0,18.6,27.8,87.7,3798.0,454.96,21.7
17.7,129.8,79.3,18.0,6.5,32.7,70.7,640.0,172.76,15.0
23.5,101.9,78.3,11.9,24.9,36.9,61.3,608.0,88.36,56.5
19.0,43.8,136.2,12.1,13.2,35.4,92.6,3851.0,571.05,15.0
10.9,41.3,137.5,10.8,10.7,37.0,72.1,6294.0,647.63,19.3
24.0,139.2,139.1,19.5,16.2,37.7,63.7,922.0,105.97,23.8
19.0,110.3,67.7,15.5,11.1,25.1,77.2,772.0,86.74,17.1
14.4,129.5,112.9,6.2,6.7,33.1,86.9,1458.0,134.67,34.0
11.2,135.5,62.6,17.9,5.0,30.4,67.8,752.0,190.38,15.0
21.7,98.6,52.9,12.2,14.0,36.2,69.4,606.0,132.11,18.7
18.9,92.1,52.2,6.0,21.7,28.3,68.5,456.0,104.56,74.2
17.5,81.7,71.1,13.2,16.4,37.8,94.7,931.0,272.86,15.0
23.3,68.0,81.6,11.3,25.0,33.0,66.9,1233.0,146.86,55.8
21.6,82.2,129.7,18.2,10.7,35.3,80.1,1296.0,241.15,27.6
11.4,122.9,44.4,8.1,10.6,26.1,92.4,561.0,82.29,25.7
14.0,102.2,118.2,17.4,8.2,27.4,65.1,1490.0,370.47,15.0
13.0,137.1,93.8,13.4,8.3,34.9,94.0,1113.0,193.95,22.7
20.9,83.2,64.6,5.8,10.7,25.3,93.2,719.0,165.28,41.5
9.5,102.9,89.1,19.6,20.9,35.6,91.0,2024.0,458.64,15.0
18.1,105.8,66.0,12.7,23.1,25.2,67.5,825.0,144.06,50.3
21.2,101.0,101.5,9.4,24.5,33.5,82.2,1031.0,213.88,59.3
23.0,114.3,82.1,12.0,9.6,29.7,86.6,531.0,178.96,57.3
14.5,58.5,49.7,17.9,22.6,32.9,94.5,1429.0,187.75,15.0
22.1,91.5,44.0,9.6,11.6,34.0,66.3,383.0,74.64,32.3
10.8,42.5,95.6,7.9,7.3,29.5,86.8,3445.0,1017.17,20.6
22.5,76.1,138.3,6.9,22.4,26.4,71.9,1281.0,358.13,83.2
11.0,88.5,71.3,9.5,17.7,25.9,66.1,1505.0,197.95,29.9
15.4,108.3,118.0,16.7,8.3,32.7,74.7,1145.0,248.65,18.3
21.8,144.1,109.0,12.1,13.6,31.8,87.8,570.0,134.68,63.6
11.4,102.1,141.8,8.4,10.7,34.6,76.3,2193.0,448.13,40.4
12.7,119.2,128.5,7.5,19.7,31.6,78.8,1516.0,230.85,60.7
20.6,90.8,98.0,10.0,14.1,30.5,94.8,1105.0,299.29,42.6
20.5,106.1,108.8,19.1,24.8,30.2,74.0,1158.0,252.44,34.1
19.3,38.5,137.8,10.1,6.1,25.3,81.5,4202.0,729.36,15.0
20.1,60.5,77.9,19.8,12.1,29.4,72.8,1129.0,302.36,15.0
17.7,73.4,69.2,12.3,14.6,37.7,73.7,930.0,297.95,21.8
13.0,86.7,31.3,7.7,15.1,36.4,84.3,683.0,70.51,22.1
14.5,35.5,129.2,18.4,11.3,29.3,92.8,3779.0,752.14,15.0
11.9,46.8,126.1,11.9,19.6,32.6,79.0,5386.0,944.0,15.0
23.5,63.2,42.5,15.6,22.5,36.0,86.9,486.0,148.54,24.7
18.3,146.6,99.2,19.8,23.8,30.7,63.1,904.0,79.19,48.1
15.4,69.8,85.7,5.8,21.1,25.2,67.4,1468.0,472.98,48.8
16.4,87.8,44.2,6.5,22.0,26.0,77.6,596.0,117.36,47.2
24.2,53.5,147.7,15.8,16.0,31.6,60.7,2520.0,392.47,17.1
11.5,103.3,55.8,9.2,21.5,37.6,68.8,984.0,149.46,26.2
18.4,63.7,38.1,7.8,11.1,34.0,78.1,591.0,87.73,27.4
17.1,54.8,101.4,5.6,13.0,25.9,60.5,2221.0,558.73,57.7
18.8,92.0,118.7,5.3,11.3,27.5,69.3,1532.0,399.82,100.0
9.3,30.7,33.9,16.6,14.3,35.0,78.0,1835.0,434.87,15.0
23.0,30.9,109.0,7.0,10.7,35.9,80.1,2322.0,892.63,21.1
23.9,56.3,93.9,12.0,24.2,33.0,92.4,1366.0,369.29,33.0
18.0,34.4,42.4,14.1,11.3,33.4,82.6,1114.0,267.98,15.0
20.1,43.0,50.7,11.4,7.0,25.4,74.5,1268.0,275.09,17.0
23.8,70.7,98.2,5.4,15.5,35.8,92.6,1002.0,218.65,61.2
20.3,126.3,65.6,16.8,6.1,35.2,87.5,494.0,108.2,34.0
11.4,98.6,142.6,5.2,7.2,28.4,67.0,2145.0,282.04,32.2
18.2,91.5,128.2,16.4,9.4,34.2,64.6,1575.0,368.01,29.3
18.7,65.2,148.0,18.4,14.3,27.8,83.7,1961.0,268.29,19.3
15.8,141.8,61.2,11.5,13.7,25.5,79.6,416.0,143.93,32.9
20.8,77.6,146.4,13.0,21.0,27.6,87.6,1407.0,480.72,34.4
23.9,40.5,81.7,12.2,19.8,27.3,85.9,2071.0,248.78,30.8
23.8,104.0,71.7,10.8,13.5,29.4,81.9,475.0,95.36,49.0
16.2,43.7,36.0,18.3,11.7,30.4,94.5,1124.0,199.85,15.0
10.8,71.4,36.3,18.4,11.3,31.6,78.7,738.0,206.38,15.0
24.8,90.9,113.0,10.0,20.5,31.2,64.0,808.0,158.22,68.6
22.4,134.9,85.0,14.2,6.0,28.5,89.0,564.0,122.72,35.8
11.0,89.2,57.2,18.9,5.3,25.4,68.8,1145.0,186.01,15.0
23.7,114.3,103.7,19.4,20.9,32.9,87.2,937.0,84.94,36.0
22.9,149.1,60.3,12.6,14.5,30.1,93.5,432.0,35.49,33.4
17.3,45.8,99.3,11.8,7.6,28.9,84.4,2858.0,301.52,15.0
18.5,63.0,73.1,9.2,9.7,36.3,80.9,1322.0,325.08,40.7
15.4,77.3,128.8,19.4,23.7,34.7,76.1,2116.0,632.87,37.0
9.9,80.6,128.5,7.1,22.2,36.2,72.8,2995.0,598.33,31.4
14.4,79.3,87.3,13.7,19.2,31.4,72.4,1875.0,310.32,29.2
21.8,138.9,72.1,9.2,14.6,26.7,82.3,500.0,61.47,65.2
9.1,115.7,73.5,9.2,15.4,34.1,86.3,1456.0,294.39,47.3
14.3,102.9,126.7,11.1,24.5,27.7,83.7,1487.0,221.34,44.6
15.4,67.1,69.4,20.0,24.3,30.7,66.9,1040.0,298.9,19.9
17.6,128.9,55.1,5.8,9.3,25.8,77.3,594.0,139.27,36.9
23.7,144.6,40.2,13.7,21.2,35.7,87.7,212.0,32.59,32.4
14.5,128.5,86.0,6.2,8.9,26.6,76.6,894.0,232.73,55.9
14.6,30.2,87.9,7.3,9.3,36.7,78.8,3229.0,418.81,15.0
20.8,106.4,130.9,11.6,18.5,36.2,87.0,1383.0,207.21,56.2
16.2,36.1,56.5,12.7,13.1,31.0,83.1,1472.0,235.47,15.0
12.6,60.9,75.7,8.9,23.6,34.7,74.3,2304.0,336.58,46.2
16.2,37.1,127.0,9.7,6.8,33.1,91.3,3454.0,567.31,18.3
11.3,102.5,128.8,6.3,15.2,35.4,65.7,2667.0,390.33,62.5
11.8,112.4,76.2,9.5,23.4,30.6,94.8,1278.0,210.35,56.0
17.0,43.7,85.1,19.5,23.1,35.2,64.2,1908.0,367.05,20.6
15.7,76.1,66.4,19.2,8.1,31.0,60.5,1148.0,257.18,15.0
23.6,84.7,141.9,10.0,12.3,37.2,91.2,1284.0,402.04,45.2
14.8,74.3,44.2,13.6,17.4,31.3,68.6,675.0,144.96,16.0
18.3,44.5,142.0,18.6,8.2,31.0,85.5,4115.0,483.1,15.0
19.1,80.3,112.1,5.1,24.4,35.2,88.4,1390.0,225.14,118.7
9.2,120.1,93.8,17.2,23.3,35.7,90.1,1609.0,459.09,27.2
19.6,38.5,33.9,19.2,8.3,32.2,94.7,750.0,192.41,15.0
11.8,39.6,87.1,6.4,7.4,27.3,70.3,3493.0,708.51,25.4
24.4,72.6,78.9,7.4,6.7,31.1,84.9,1058.0,115.94,22.0
11.4,143.0,49.3,19.4,23.2,37.6,64.0,565.0,115.2,15.0
15.6,110.2,108.8,13.1,8.9,34.8,74.2,1547.0,196.54,33.4
10.4,111.4,146.5,5.2,13.3,35.5,89.7,3103.0,732.3,83.1
24.9,73.4,97.5,8.9,14.0,25.4,72.9,875.0,294.52,44.7
17.0,101.2,115.8,11.7,17.0,31.1,80.7,1126.0,156.78,42.0
18.5,31.2,38.2,15.4,6.4,33.4,77.6,1561.0,268.72,15.0
10.1,106.3,80.1,16.0,9.5,35.8,82.6,1416.0,216.94,20.6
21.0,139.6,44.0,19.9,23.6,25.6,94.1,226.0,54.64,37.8
12.4,103.5,103.5,9.3,23.2,36.1,62.0,1436.0,445.75,57.2
23.4,134.8,142.6,13.1,20.6,32.1,80.1,949.0,186.02,77.9
12.3,116.9,109.4,13.0,5.4,27.6,90.2,1752.0,254.33,28.6
12.1,44.5,39.2,11.1,11.5,29.1,76.8,1195.0,207.22,15.0
9.6,138.3,72.6,7.5,17.6,28.7,62.7,882.0,284.72,32.6
16.6,38.0,96.1,19.7,10.5,31.9,79.6,3702.0,687.55,15.0
18.0,94.1,78.4,17.8,23.2,25.7,71.6,1040.0,178.87,22.8
10.1,47.1,130.0,12.5,17.7,27.1,65.4,5745.0,789.04,15.0
21.4,31.4,127.8,14.0,6.4,35.6,89.7,4312.0,634.12,15.0
16.3,80.6,103.4,8.4,23.2,26.7,78.3,1522.0,460.76,45.9
17.4,65.4,74.8,13.2,24.2,28.0,92.7,1486.0,268.39,32.9
16.1,88.3,60.6,15.4,6.6,30.9,88.2,801.0,154.1,15.0
15.4,99.3,42.7,12.7,15.6,31.7,84.3,487.0,114.05,34.9
18.0,35.2,72.6,19.9,11.1,34.9,60.2,2557.0,586.79,15.0
11.5,44.8,79.6,14.2,12.9,30.8,75.0,2972.0,520.26,15.0
11.9,97.0,111.1,10.6,8.6,35.3,66.9,2385.0,260.96,15.2
22.8,71.2,109.0,16.6,16.6,33.0,91.9,1243.0,291.56,19.7
24.1,117.5,38.4,7.6,24.2,26.5,66.1,328.0,63.12,63.9
15.0,108.3,77.4,10.8,15.1,27.0,70.0,1162.0,231.69,20.3
13.3,131.5,51.8,10.2,6.7,30.7,78.1,515.0,163.41,17.9
19.3,113.1,48.8,11.5,17.4,30.2,69.2,514.0,77.92,27.8
15.5,81.6,129.3,16.7,11.8,34.7,67.3,1971.0,234.65,19.5
9.4,110.8,35.0,12.3,22.1,32.5,81.0,813.0,196.15,23.2
11.5,63.0,80.3,16.9,13.7,30.0,63.1,2160.0,414.29,15.0
20.5,66.8,50.2,13.6,8.9,27.2,62.0,825.0,165.12,15.0
19.5,124.7,135.5,10.1,8.8,27.9,73.0,1094.0,259.48,33.7
9.4,83.6,96.8,17.1,20.4,32.5,85.2,2122.0,514.23,16.4
12.6,125.8,57.8,8.6,10.3,30.5,79.4,622.0,103.2,38.5
12.7,128.7,90.3,8.4,20.3,31.7,74.8,1064.0,277.42,41.6
19.8,132.9,117.8,12.6,9.1,27.2,79.8,1012.0,233.99,35.3
9.3,140.0,145.0,8.9,11.4,33.6,72.8,2340.0,468.22,36.7
10.7,81.7,56.5,5.1,14.3,36.1,92.8,1418.0,256.12,51.2
21.8,68.3,136.3,14.7,23.9,28.4,61.9,1633.0,225.0,26.5
11.9,99.9,142.1,12.7,23.6,31.4,83.6,2378.0,280.36,27.6
19.4,74.5,140.0,11.7,9.1,37.7,91.2,1491.0,324.32,23.5
12.8,102.1,106.2,19.5,12.2,29.3,88.1,1882.0,263.39,15.0
10.6,114.7,105.6,13.6,8.0,32.7,66.4,2165.0,505.48,19.3
12.9,112.6,78.4,18.0,15.2,26.2,70.4,1030.0,277.26,17.5
20.6,74.9,120.3,7.1,14.2,32.9,85.1,1180.0,362.26,83.4
22.7,50.0,93.8,13.5,23.0,26.2,62.9,1379.0,336.22,21.2
22.3,81.7,111.3,18.0,23.6,37.5,88.4,1316.0,163.26,48.4
15.4,47.1,81.4,13.7,12.7,34.3,85.2,2377.0,665.58,15.0
19.7,136.8,117.8,15.8,14.8,35.2,85.5,1000.0,153.04,28.8
12.3,71.5,128.9,10.6,22.9,34.2,63.5,2575.0,356.49,20.8
13.7,48.5,47.6,6.4,21.1,32.7,85.1,1621.0,284.6,24.4
23.3,33.1,130.0,11.9,5.1,30.8,83.8,3685.0,925.72,22.3
9.2,107.5,94.8,10.9,11.4,36.2,89.1,1746.0,531.65,15.0
10.4,106.4,131.4,18.0,13.4,37.4,61.5,2435.0,243.31,22.6
12.3,70.9,81.8,8.7,9.6,31.5,60.8,1542.0,518.96,30.0
9.4,38.6,75.5,19.5,9.0,37.1,73.1,4051.0,640.24,15.0
11.9,79.2,139.8,19.4,5.8,32.6,65.2,3533.0,319.9,17.3
18.3,67.3,60.1,8.7,17.9,32.0,79.5,936.0,262.67,21.6
15.7,111.3,131.3,10.2,10.3,30.9,92.1,1754.0,408.99,35.6
23.3,102.7,88.1,18.4,6.0,27.7,73.7,770.0,161.54,27.2
22.1,73.8,91.7,19.5,9.6,25.0,89.6,953.0,242.0,17.0
14.5,56.1,67.0,11.7,21.0,28.1,60.0,1717.0,433.29,15.7
13.2,148.6,98.8,9.8,22.0,31.6,65.9,1014.0,260.1,49.2
15.1,84.5,69.0,12.9,14.7,29.9,61.1,1029.0,301.37,28.5
18.4,112.6,34.7,15.3,13.3,30.8,71.5,271.0,70.39,19.9
13.3,46.9,62.6,9.1,24.6,37.7,91.8,1928.0,590.44,26.6
19.0,88.3,30.8,16.0,9.0,29.6,63.4,289.0,109.86,15.0
15.6,33.3,147.4,5.8,9.3,30.9,81.2,4550.0,701.91,31.2
17.8,90.7,145.9,5.7,10.8,26.7,75.8,1729.0,487.15,60.5
16.0,145.7,77.4,10.8,8.5,25.6,92.8,600.0,133.01,27.8
13.7,76.1,117.4,10.3,12.6,35.1,64.3,2729.0,399.44,15.0
24.2,34.7,71.5,9.7,23.2,32.4,67.4,1600.0,379.69,20.7
21.2,33.7,110.5,12.4,17.3,34.9,61.0,3489.0,343.62,15.0
11.2,76.6,126.7,9.8,13.2,26.9,75.2,2988.0,592.43,27.4
22.9,49.2,143.6,7.9,23.7,32.4,69.7,2810.0,699.05,43.0
16.8,32.8,78.0,9.6,6.0,28.3,90.4,2492.0,404.09,15.0
23.3,120.7,124.0,19.6,9.2,28.0,81.2,1076.0,163.23,18.2
21.8,85.0,61.9,11.2,16.3,25.1,81.5,678.0,192.35,53.9
15.8,64.7,148.8,11.7,17.3,26.7,78.6,3393.0,540.6,27.3
9.4,138.0,33.1,13.6,5.8,29.0,63.2,478.0,87.96,15.0
13.3,43.9,102.4,19.8,13.1,26.5,75.6,2805.0,659.47,15.0
17.7,144.7,109.1,8.6,18.0,37.8,95.0,928.0,174.09,112.2
19.1,67.7,112.6,15.2,19.0,29.0,89.2,1311.0,393.58,28.2
13.1,136.6,44.4,15.7,17.8,26.7,91.3,490.0,128.96,36.7
11.2,102.4,142.6,14.1,11.4,27.6,88.8,2101.0,472.57,15.0
22.4,129.2,51.7,6.3,6.9,32.6,63.6,381.0,94.39,38.3
24.8,148.1,104.7,15.2,13.5,25.8,68.0,708.0,118.16,53.6
17.4,64.6,56.7,6.0,7.6,36.2,60.1,991.0,169.12,19.7
11.7,145.3,66.9,13.9,24.0,37.5,70.6,908.0,181.41,24.8
13.4,76.7,95.6,16.1,14.5,28.2,63.8,1872.0,454.19,18.1
9.3,76.3,80.1,8.2,11.3,30.9,76.5,2254.0,478.06,25.5
23.6,70.8,49.2,17.6,20.3,25.3,83.7,715.0,65.47,21.2
10.9,95.0,50.5,5.5,15.0,33.3,90.6,1168.0,130.94,39.7
18.2,48.5,80.2,17.7,11.2,30.4,86.2,2074.0,284.96,15.0
13.4,96.4,120.9,11.9,21.2,28.5,92.9,1682.0,293.12,38.1
17.9,95.0,137.8,8.3,22.3,27.7,61.9,1660.0,380.92,72.6
19.4,121.4,40.1,7.0,18.5,33.5,60.4,293.0,35.25,62.1
22.3,130.0,77.2,19.3,5.9,30.4,83.1,518.0,133.81,21.7
12.3,82.9,42.0,6.1,16.3,27.3,70.1,818.0,126.23,32.9
9.2,66.3,32.0,8.0,20.3,34.0,68.9,1226.0,170.43,20.5
11.2,61.1,109.4,10.2,7.7,32.3,71.6,3833.0,657.71,15.0
23.4,53.4,102.3,14.3,9.6,36.2,69.4,1569.0,234.63,17.2
23.0,36.9,49.6,13.2,22.6,26.5,77.9,887.0,323.5,24.6
18.6,71.1,58.1,6.9,5.4,35.2,75.4,1039.0,103.03,16.5
18.6,62.4,32.8,9.3,20.1,33.8,77.9,473.0,106.8,17.4
19.6,146.0,130.2,8.6,14.5,26.5,83.5,964.0,245.12,99.1
11.8,96.9,147.0,8.2,13.9,34.0,73.5,1959.0,573.24,35.8
23.6,71.7,46.3,11.2,5.1,30.7,68.8,519.0,86.56,15.0
15.7,99.7,57.8,15.6,21.4,37.3,65.8,918.0,136.0,27.0
15.1,46.7,134.2,8.3,12.2,26.8,72.2,3040.0,916.74,23.3
17.3,83.3,141.2,10.5,15.8,33.4,86.0,1885.0,577.32,56.5
9.8,105.1,80.4,10.9,18.5,30.0,86.5,1416.0,436.71,43.9
11.7,88.7,36.1,19.6,19.1,37.4,83.3,839.0,117.57,15.0
20.8,78.2,34.7,19.3,24.1,29.3,68.2,506.0,127.87,15.8
10.3,149.3,98.9,17.0,15.6,37.5,80.6,1115.0,129.22,15.0
18.7,135.6,77.1,8.6,13.0,36.7,80.0,482.0,64.36,32.6
12.9,104.8,33.4,6.0,24.1,28.5,76.9,525.0,130.7,77.8
15.2,98.3,100.0,9.8,17.8,35.4,79.2,1226.0,186.83,51.0
13.6,104.5,31.4,9.0,11.0,37.9,77.2,479.0,49.43,15.0
14.7,54.2,124.5,12.6,7.5,28.3,79.8,2397.0,461.35,15.0
20.5,77.4,66.8,16.7,21.9,30.7,85.0,687.0,155.82,33.9
13.8,34.7,34.8,17.9,12.2,31.8,63.8,1594.0,358.87,15.0
18.1,87.1,100.6,17.7,18.2,28.8,86.2,1095.0,287.7,21.5
16.6,95.2,77.7,10.4,14.4,25.2,64.8,1159.0,145.02,35.3
19.6,57.3,146.9,15.3,9.0,27.9,62.3,2035.0,523.98,15.1
24.0,145.7,95.3,9.7,17.0,28.7,94.2,468.0,155.57,52.5
20.7,139.1,63.0,5.9,6.2,30.8,93.5,546.0,114.99,104.3
12.4,116.7,115.1,15.5,13.3,27.2,62.1,1534.0,261.25,15.0
9.5,94.0,62.6,5.1,15.9,36.4,75.5,1544.0,415.51,47.8
13.2,134.4,138.5,11.1,13.7,34.2,66.5,1314.0,377.56,32.3
18.5,45.7,75.0,9.9,20.0,26.1,77.0,1870.0,199.36,16.0
9.8,124.9,96.0,15.4,21.6,33.5,89.1,1742.0,167.53,20.1
16.9,45.0,36.1,16.5,20.4,33.5,93.3,859.0,126.55,15.0
18.5,125.3,81.1,9.6,5.8,37.4,82.2,813.0,171.44,42.3
14.3,63.1,129.9,17.2,8.9,25.0,72.4,3018.0,392.41,15.0
21.3,135.3,126.7,9.4,15.7,28.2,81.1,829.0,177.62,61.7
10.7,143.3,56.9,11.7,23.7,37.1,70.9,764.0,88.05,52.2
10.2,47.9,57.1,15.9,21.7,37.1,91.8,2430.0,665.05,15.0
20.7,85.5,128.1,15.4,21.9,34.4,90.5,1208.0,244.81,54.0
16.9,147.7,141.6,19.8,11.1,35.0,79.5,1078.0,319.06,28.0
20.0,88.0,41.4,8.4,13.6,26.2,71.4,434.0,135.98,56.7
16.0,133.6,84.0,14.9,14.4,31.7,70.3,749.0,79.76,15.1
12.9,100.6,70.5,14.1,8.1,28.0,61.2,1224.0,208.71,19.3
22.1,75.0,134.5,18.7,5.6,27.4,88.6,1607.0,170.14,15.8
21.8,64.3,40.0,7.3,23.9,35.5,75.8,697.0,160.97,41.7
20.1,54.4,55.3,16.3,9.8,26.8,71.4,907.0,206.05,15.0
13.4,121.4,120.3,13.5,9.8,31.1,76.5,1421.0,170.62,30.8
18.4,76.4,36.2,9.1,6.7,37.2,88.7,587.0,62.65,28.7
14.8,91.4,89.1,12.1,23.6,27.4,64.4,1351.0,233.29,37.1
10.5,89.1,83.1,10.0,16.6,37.7,90.0,1824.0,513.24,26.8
23.7,99.3,70.1,13.7,18.3,37.9,91.4,463.0,142.36,32.1
11.2,133.9,77.3,18.3,23.2,32.2,93.1,980.0,282.49,26.7
24.2,147.7,93.6,13.5,11.9,27.2,73.9,464.0,90.74,39.0
16.1,78.9,49.4,14.5,17.4,29.1,67.6,969.0,84.24,21.7
12.0,129.3,98.6,12.8,5.8,30.5,73.1,1153.0,376.09,15.4
17.7,121.7,126.7,5.8,8.7,29.0,71.7,1404.0,121.79,45.9
23.0,98.8,121.2,8.5,21.6,28.6,66.2,1162.0,309.26,120.0
20.7,144.7,48.5,12.4,20.3,37.6,81.3,298.0,56.17,37.9
21.9,54.1,47.9,9.7,12.0,27.0,76.7,827.0,82.55,25.2
19.5,43.1,62.2,7.7,12.5,34.5,90.3,1728.0,351.1,24.6
20.1,132.5,73.3,12.6,15.7,25.0,61.1,657.0,163.28,33.7
22.6,82.7,79.0,9.8,5.0,32.8,82.5,702.0,247.99,34.9
13.0,131.6,111.6,8.9,9.8,36.9,86.7,1200.0,172.43,23.5
16.8,137.2,36.8,12.0,9.2,28.7,86.6,293.0,43.44,17.4
12.5,37.5,34.2,7.0,10.0,27.4,91.0,1120.0,309.68,15.0
24.8,136.0,77.0,18.9,21.1,33.5,85.5,479.0,103.87,31.6
24.1,83.8,113.7,18.0,10.6,34.3,92.5,1325.0,278.96,30.0
9.6,91.3,53.2,15.6,8.8,33.9,71.6,1139.0,164.95,15.0
20.3,105.2,107.0,6.6,15.1,29.2,77.6,1123.0,292.54,71.5
23.8,141.2,61.2,16.6,22.3,28.3,60.5,387.0,82.93,62.9
11.9,32.3,136.3,17.1,9.8,37.4,60.2,6660.0,1913.2,15.0
18.1,87.2,137.5,16.5,6.6,37.0,68.4,1430.0,362.56,15.0
23.6,112.5,65.7,6.7,12.1,30.9,63.5,545.0,90.26,42.4
9.5,116.7,57.6,14.7,20.0,36.0,69.1,1218.0,305.53,26.4
20.2,113.1,79.4,17.5,16.0,30.9,66.2,761.0,150.65,23.4
13.8,46.1,58.9,13.7,21.3,30.5,61.0,1408.0,507.1,15.0
23.8,65.9,110.7,14.7,24.2,27.0,91.8,1211.0,410.24,35.6
